key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,pubmed_id,pmc_id
rayyan-339919063,Making tropical agriculture more Sustainable by using bioeconomic models,2007,1,1,,,,,,"Barbier B., Deybe D., Alary V., Carpentier C.L.",,,,,"Small farmers from the tropics are struggling to sustain their livelihoods while the world's natural and policy environment is changing. Trade liberalization affects many of these farmers differently- often negatively when subsidies and protections are removed, sometimes under the direction of ""structural adjustment"" programs of, for example, the IMF or the World Bank; in some cases positively when previous policies were biased against agriculture and when a freer access to market expands opportunities. Looking beyond short-term profits, the question of whether the new policies induce more sustainable production systems is still quite ambiguous. Small farmers are also struggling to adopt new technologies. There seemingly is a large variety of technologies available, but adoption is still low among small farmers from tropical countries. What type of policies and what type of technologies can help improve productivity of poor farmers while maintaining the resource base? To what degree do these new technologies make small farmers beholden to debt, the industrialized countries, and the probable future increases in the price of petroleum and its products? To answer these questions, one has to study farming systems in some detail and make some predictions about how these systems will respond, change, and adapt to external incentives while population is increasing rapidly even as natural resources are under increasing pressure. Teams of economists and agriculturalists join their expertise to link farming system analysis and natural resources processes with human behavioral models to simulate the dynamics of the farming systems under various scenarios. In this chapter we present a few applications of these bioeconomic models to address the impacts of increasing population pressure, increasing access to markets, and external incentives related to welfare and natural resources management. What are the relations between these factors and environmental degradation? What are the policy and technical options to make these systems more sustainable? In the first part of the chapter, we present the tropical agroecosystems that we studied. In the second, we review the use of bioeconomic models in agriculture. In the third we describe a few applications, and in the last part we present overall results and conclusions. The Tropical Agroecosystems Studied Tropical small-scale farming systems are numerous and diverse but can be categorized according to a gradient of management intensity from slash-andburn to permanent agriculture (Ruthenberg 1980). In this chapter we analyze and compare the fallow systems from the savanna of West Africa, the forest systems of the hillsides of Central America, the rancher system of the humid forest margin of Amazonia in Brazil, and the permanent intensive systems of the subhumid Gangetic Plain of northern India as representative of this gradient of intensification. In West Africa, increasing population pressure on land should lead, at least according to the Boserup school of thought, to labor and capital intensification and to the adoption of new technologies (Boserup 1965; see chapter 12). Instead, we observe migrations either to less-populated rural areas or to overcrowded cities. Trade liberalization of the mid-1990s was supposed to free farmers from an ""inefficient"" state, but while the devaluation of an overvalued currency had a positive impact, privatization led to market failures and too often the destruction of these farmers' way of subsistence. The three African villages studied, located on a north-south transect representing a gradient of increasing rainfall, are typical of their climatic conditions. The Sahelian village of Banizoumbou in Niger (ILRI dataset 1998) was used to predict the future of transhumance in the Sahel (Barbier and Hazell 2000). Increasing population pressure and expansion of cropland makes the traditional transhumance migrations of cattle and sheep from north to south more difficult every year. While most ""experts"" believe that nomadism has no future, a recent school of thought argues that it is the most suitable human activity for the Sahelian ecosystem (Scoones 1996). The other semiarid village, Kolbila on the Mossi Plateau of Burkina Faso (ICRISAT dataset), is less arid but is located in a much more densely populated region. Agriculture is the main activity, but its sustainability is at risk because of declining biomass and soil fertility. The village of Bala, located in the cotton-producing area of Burkina Faso (CIRAD dataset), is in a more humid region. It is less populated at present, but immigration from the north is increasing population pressure, which induces a shift from slash-andburn to a more intensive but not yet sustainable system (Barbier and BenoÎt-Cattin 1997). In Central America, we analyzed the situation of the communities on the hillsides of Honduras. In addition to being the second-poorest country of the American continent after Haiti, Honduras was hit by a hurricane in 1999, which destroyed a large part of its infrastructure and showed as well how poor management of its upper watersheds has made its valleys vulnerable to floods and landslides. Most of the fertile lowland valleys are used for extensive large-scale ranching, while small farmers struggle on the steep hillsides where the topsoil is eroding rapidly. The five Honduran watersheds where we applied bioeconomic models represent contrasting pathways of development. Farmers in the Lalima watershed follow a vegetable production pathway, producing principally a large range of vegetables. Overdrafting of the river by irrigation reduces water availability during the dry season (Barbier and Bergeron 1999). The San Nicolas watershed has become an intensive coffee production and processing area, which generates extremely high levels of water contamination that in turn affect many downstream communities (Barbier et al. 2003). The Río Calán watershed produces vegetables and coffee and supplies water to the downstream city of Siguatapeque and to a large hydroelectric dam (Jimenez et al. 2000). In the Jalapa watershed, farmers produce on steep slopes prone to rapid erosion and are part of the El Cajón watershed, which drains into a dam that generates 60 percent of the electricity used in Honduras (Hernández 2002:642). In the Choluteca watershed, widespread grain production on slopes threatens the sustainability of the shrimp industry downstream in the mangroves of the Golfo de Fonseca (Hernández et al. 2002). The large charge of sediment in the water makes shrimp production much more expensive (Samayoa 2000:647). In these watersheds, the ""pathway of development"" type applied by the population has been explained as principally a function of exogenous factors such as agroclimatic conditions, availability of spring water, and access to markets (Pender et al. 1999). The two watersheds that were well connected to markets have progressively expanded their vegetable production. Those located farther from a good paved road or major city have focused on coffee where rainfall is generous and on basic grain if the climate is drier. In Brazil, the Amazonian forest continues to shrink progressively under pressure from loggers followed by small farmers and finally ranchers. In some areas the Brazilian government is trying to prevent farmers from clearing more forest by allocating plots of a few dozen hectares of forest margin to families, under the condition that they will stay within these boundaries and clear only half of their holdings. One such settlement project takes place on the western southern border of the Amazonian forest (IFPRI dataset) in the regionsof Rondonia. The objective of the study was to identify the second-best alternative to slash-andburn (Carpentier et al. 1999). Is it coffee, timber production, forest products extraction, food crop, cattle ranching, or carbon sequestration? The model was supposed to verify if the new systems are economical and environmentally sustainable. The Indian study is set in Haryana state in northern India, one of the most productive states of India, and also one of the most populated. In the 1960s and 1970s the green revolution, based on improved germ plasm, chemical fertilizers, and irrigation, transformed the state into a massive producer of rice and wheat. The adoption of new techniques was helped by heavy governmental subsidies to reduce input price and stabilize output prices especially for wheat and rice (Aggarwal et al. 2000; Dorin and Landy 2002). Now that the Indian government is trying to cut subsidies to the agricultural sector, some fear that Haryana's grain production will stagnate. Now that the government wants to reduce subsidies for water and electricity, one has to assess the likely impact on production, poverty, and the environment (Alary 2002:645). Overall, the comparative study given in this chapter includes nine farming systems in four ecoregions of five countries (tables 31.1-31.3). All except the Indian example are small-scale, semicommercialized farming systems integrating crop and livestock, using mainly hand tools with little mechanization and irrigation. They are all increasingly integrated to the market, but population pressures and resource degradation are at play. © 2007 by the University of New Mexico Press. All rights reserved.","RAYYAN-INCLUSION: {""Jamie""=>""Included""} | RAYYAN-LABELS: socioeconomic",,
rayyan-339919067,"Land use change and commodity frontiers: Perceptions, values, and conflicts over the appropriation of nature",2020,1,1,,,4,1,,"Cáceres D.M., Tapella E., Cabrol D.A., Estigarribia L.",,,,,"Argentina is experiencing an expansion of soya and maize cultivation that is pushing the agricultural frontier over areas formerly occupied by native Chaco forest. Subsistance farmers use this dry forest to raise goats and cattle and to obtain a broad range of goods and services. Thus, two very different and non-compatible land uses are in dispute. On the one hand subsistance farmers fostering an extensive and diversified forest use, on the other hand, large-scale producers who need to clear out the forest to sow annual crops in order to appropriate soil fertility. First, the paper looks at how these social actors perceive Chaco forest, what their interests are, and what kind of values they attach to it. Second, we analyze the social-environmental conflicts that arise among actors in order to appropriate forest's benefits. Special attention is paid to the role played by the government in relation to: (a) how does it respond to the demands of the different sectors; and (b) how it deals with the management recommendations produced by scientists carrying out social and ecological research. To put these ideas at test we focus on a case study located in Western Córdoba (Argentina), where industrial agriculture is expanding at a fast pace, and where social actors' interests are generating a series of disputes and conflicts. Drawing upon field work, the paper shows how power alliances between economic and political powers, use the institutional framework of the State in their own benefit, disregarding wider environmental and social costs. © 2018 by the Regents of the University of California.","RAYYAN-INCLUSION: {""Jamie""=>""Included""} | RAYYAN-LABELS: chaco,context,argentina",,
rayyan-339919068,"Assessment of swaps and persistence in land cover changes in a subtropical periurban region, NW Argentina",2014,1,1,,,127,,,"Gutiérrez Angonese J., Grau H.R.",,,,,"A detailed spatial analysis of land cover changes was carried out in the periurban area of Great San Miguel de Tucumán and Sierra de San Javier, subtropical Argentina. Post-classification comparison of land cover maps of 1972 and 2010 was used to quantify the level of persistence, net gains, losses and swaps among urban, natural vegetation, and agriculture categories; framed in a hierarchical land use/cover classification. The spatial distribution of land cover changes was related to environmental and socio-economic variables. The overall land cover change pattern of ""periurban forest transition"" was characterized by urban expansion, agriculture adjustment and associated forest recovery. Montane forests showed a net increase of 10%, expanding over mountain grasslands, which in turn lost 66% of their original area. Dry forests experienced high levels of swaps, being relocated into more humid areas and further away from access roads. Simultaneously, herbaceous agriculture was concentrated in flat areas more suitable for modern mechanized agriculture. In the foothills of the San Javier range, urban areas tripled their original extension replacing fertile agricultural lands (mainly sugar cane). Forest recovery and land-use intensification patterns are usually considered as an opportunity for conservation of biodiversity and ecosystem services. However, these new forests are characterized by the abundance of exotic species with little known ecological properties. Also, the replacement of highly productive agriculture by urban developments, and of natural montane grasslands by forests, imply negative changes in terms of agriculture production, the conservation of grassland biodiversity and landscape configuration with high recreational value. © 2014 Elsevier B.V.","RAYYAN-INCLUSION: {""Jamie""=>""Included""} | RAYYAN-LABELS: argentina,land use pathways",,
rayyan-339919069,Conservation of the Brazilian Cerrado,2005,1,1,,,19,3,,"Klink C.A., Machado R.B.",,,,,"The Cerrado is one of the world's biodiversity hotspots. In the last 35 years, more than 50% of its approximately 2 million km2 has been transformed into pasture and agricultural lands planted in cash crops. The Cerrado has the richest flora among the world's savannas (&gt;7000 species) and high levels of endemism. Species richness of birds, fishes, reptiles, amphibians, and insects is equally high, whereas mammal diversity is relatively low. Deforestation rates have been higher in the Cerrado than in the Amazon rainforest, and conservation efforts have been modest: only 2.2% of its area is under legal protection. Numerous animal and plant species are threatened with extinction, and an estimated 20% of threatened and endemic species do not occur in protected areas. Soil erosion, the degradation of the diverse Cerrado vegetation formations, and the spread of exotic grasses are widespread and major threats. The use of fire for clearing land and to encourage new growth for pasture has also caused damage, even though the Cerrado is afire-adapted ecosystem. Ecosystem experiments and modeling show that change in land cover is altering the hydrology and affecting carbon stocks and fluxes. Cerrado agriculture is lucrative, and agricultural expansion is expected to continue, requiring improvements in and extension of the transportation infrastructure, which will affect not only the Cerrado but also the Amazon forest. Large-scale landscape modification and threats to numerous species have led to renewed interest from various sectors in promoting the conservation of the Cerrado, particularly through strengthening and enlarging the system of protected areas and improving farming practices and thus the livelihoods of local communities.","RAYYAN-INCLUSION: {""Jamie""=>""Included""} | RAYYAN-LABELS: brazil,cerrado",,
rayyan-339919108,Protecting forests at the expense of native grasslands: Land-use policy encourages open-habitat loss in the Brazilian cerrado biome,2019,1,1,,,17,1,,"Bonanomi J., Tortato F.R., Gomes R.D.S.R., Penha J.M., Bueno A.S., Peres C.A.",,,,,"The agricultural conversion of natural habitats is one of the main drivers of biodiversity loss worldwide. In the ∼2 million km 2 Brazilian cerrado biome, a global biodiversity hotspot, vast areas have been converted into croplands and cattle pastures. Because the cerrado biome is overwhelmingly contained within private lands, Brazil's environmental legislation should serve as a decisive instrument in protecting these natural ecosystems. We assessed the role of Legal Reserves (LRs), legally defined as the minimum proportion of private landholdings set aside to protect natural vegetation, in the conservation of the cerrado biome. We assume that the property-scale allocation of LRs is primarily based on economic decision-making, creating a bias against cerrado protection. We therefore assessed the area ratio between forest vegetation (FV) and grassland vegetation (GV) areas across LRs within 48,762 landholdings, 9 formal protected areas (PAs) and 34 Indigenous Lands (ILs) within the cerrado (sensu lato) of the 903,357-km 2 state of Mato Grosso, Brazil. We show that there are 7.26 ha of forest lands for each hectare of native grasslands within private RLs of the cerrado biome within Mato Grosso, a ratio almost three-fold larger than that found in formal PAs and ILs. ILs protect in absolute values (hectares) six-fold more native grassland vegetation than PAs. We discuss the policy relevance of this severe land-use bias in maintaining the heterogeneity of cerrado habitats for biodiversity conservation within private properties, which account for 90% of the entire cerrado biome. © 2018 Associação Brasileira de Ciência Ecológica e Conservação","RAYYAN-INCLUSION: {""Jamie""=>""Included""} | RAYYAN-LABELS: brazil,policy,cerrado,political ecology",,
rayyan-339919129,Managing the tropical agriculture revolution,2008,1,1,,,27,1,,"Nepstad D.C., Stickler C.M.",,,,,"Industrial production of beef, soybeans, cotton, and biofuels is expanding into the tropical latitudes of South America and may soon reach tropical Africa in the most important agricultural transition since the Green Revolution. This shift is driven by the shortage of land suitable for expansion of cultivation and grazing in the temperate zone, increased global demands for agricultural commodities, the rising price of petroleum, and technological advances. At risk are some of the world's most ecologically and culturally-rich landscapes in the world, such as the Amazon rainforest, the Cerrado woodland complex, and African savannas. A strategy for reducing the negative ecological and social impacts of this transition could harness the rising environmental and social standards imposed by many importers and purchasers of agricultural commodities, similar reforms underway among ""Equator"" banks, growing corporate governance, and Brazil's prominence in international diplomacy. Integrated certification of commodity sanitation, compliance with rigorous environmental standards, and sound labor practices could become the norm for participation in commodity markets. These reforms in agro-industrial behavior could be reinforced by trade agreements and strategic support from non-governmental organizations. © 2008 by The Haworth Press. All rights reserved.","RAYYAN-INCLUSION: {""Jamie""=>""Included""}",,
rayyan-339919133,Recent use history of South American savannah land. Case studies in the Orinoco savannahs [Historia del uso reciente de tierras de las sabanas de America del sur. Estudios de casos en sabanas del Orinoco],2005,1,1,,,30,10,,"López-Hernández D., Hernández-Hernández R.M., Brossard M.",,,,,"South American savannahs cover a surface of 269×10 6ha in Brazil, Colombia, Venezuela, Guyana and Bolivia. In a world scale savannahs are one of the most important land extensions with agricultural potential for crop and forestry production. These territories also constitute the main alternative to agricultural expansion into ecologically fragile tropical areas such as tropical rainforests and hillsides. Forty years ago anthropic activity had little effect on Latin American savannahs, since they were used for extensive cattle raising. In the last four decades, however, the natural herbaceous vegetation with low nutrient requirements in the savannahs (llanos) of Colombia and Venezuela, as well as in the Cerrado (Brazil) has been replaced by introduced African pastures, particularly from the genera Brachiaria and Andropogon. Furthermore, intensive reforestation programs for timber and pulpwood commercialization have introduced species able to cope with the environmental conditions, such as Pinus and Eucaliptus. The introduction of African pastures and annual and perennial crops has been possible with fertilization (N, P, K and lime). The landscape modifications caused by these land uses are usually far from the urban areas and are still considered to be low. However, if the entire land surface currently affected by agriculture and agroforestry use and the land yet to be incorporated into projects is taken into consideration, a profound modification is expected to occur in these biomes. Herein is presented a preliminary comparative review of the agricultural colonization processes in the Llanos and Cerrados. In the need to generate indicators related to biogeochemical processes, three case studies from Venezuelan savannahs are presented.","RAYYAN-INCLUSION: {""Jamie""=>""Included""} | RAYYAN-LABELS: brazil,guyana,llanos,cerrado,context,history,orinoco,colombia,Venezuela",,
rayyan-339919134,"Four decades of land-cover, land-use and hydroclimatology changes in the Itacaiúnas River watershed, southeastern Amazon",2016,1,1,,,167,,,"Souza-Filho P.W.M., de Souza E.B., Silva Júnior R.O., Nascimento W.R., Jr., Versiani de Mendonça B.R., Guimarães J.T.F., Dall'Agnol R., Siqueira J.O.",,,,,"Long-term human-induced impacts have significantly changed the Amazonian landscape. The most dramatic land cover and land use (LCLU) changes began in the early 1970s with the establishment of the Trans-Amazon Highway and large government projects associated with the expansion of agricultural settlement and cattle ranching, which cleared significant tropical forest cover in the areas of new and accelerated human development. Taking the changes in the LCLU over the past four decades as a basis, this study aims to determine the consequences of land cover (forest and savanna) and land use (pasturelands, mining and urban) changes on the hydroclimatology of the Itacaiúnas River watershed area of the located in the southeastern Amazon region. We analyzed a multi-decadal Landsat dataset from 1973, 1984, 1994, 2004 and 2013 and a 40-yr time series of water discharge from the Itacaiúnas River, as well as air temperature and relative humidity data over this drainage area for the same period. We employed standard Landsat image processing techniques in conjunction with a geographic object-based image analysis and multi-resolution classification approach. With the goal of detecting possible long-term trends, non-parametric Mann-Kendall test was applied, based on a Sen slope estimator on a 40-yr annual PREC, TMED and RH time series, considering the spatial average of the entire watershed. In the 1970s, the region was entirely covered by forest (99%) and savanna (~0.3%). Four decades later, only ~48% of the tropical forest remains, while pasturelands occupy approximately 50% of the watershed area. Moreover, in protected areas, nearly 97% of the tropical forest remains conserved, while the forest cover of non-protected areas is quite fragmented and, consequently, unevenly distributed, covering an area of only 30%. Based on observational data analysis, there is evidence that the conversion of forest cover to extensive and homogeneous pasturelands was accompanied by systematic modifications to the hydroclimatology cycle of the Itacaiúnas watershed, thus highlighting drier environmental conditions due to a rise in the region's air temperature, a decrease in the relative humidity, and an increase in river discharge. © 2015 Elsevier Ltd.","RAYYAN-INCLUSION: {""Jamie""=>""Included""} | RAYYAN-LABELS: brazil,land use pathways",,
rayyan-339919138,"Indigenous knowledge, biodiversity, and international rights: Learning about forests from the Kayapó Indians of the Brazilian Amazon",1997,1,1,,,76,1,,Posey D.A.,,,,,"Currently there is unprecedented loss of biological diversity, as well as rapidly disappearing cultures and languages that encode traditional ecological knowledge (TEK) on the sustainable use and management of natural resources. The Convention on Biological Diversity (CBD) calls for the 'wider use and application' of traditional knowledge, innovations, and practices of indigenous and local communities to enhance in situ biodiversity conservation. The conservation strategy employed by the Kayapó Indians of the Brazilian Amazon is taken as an exemplary model. It interlinks forest and agriculture as poles of a classification continuum that focuses on useful Non-Domesticated Resources (NDRs) found in transitional anthropogenic ecosystems, such as savanna 'forest islands', forest openings and old agricultural fields. Kayapó TEK has applications for Amazonia and beyond, but equitable utilisation of indigenous knowledge and management models requires guarantees of basic human rights for indigenous and traditional peoples. This includes protection of knowledge and genetic resources, as well as adequate benefit-sharing from their use. International law and practice already require this, but many scientists and environmentalists are unaware of their obligations to fulfil post-CBD requirements.","RAYYAN-INCLUSION: {""Jamie""=>""Included""} | RAYYAN-LABELS: LEK,brazil,indigenous",,
rayyan-339919141,History of natural resource use and environmental impacts in an interfluvial upland forest area in Western Amazonia,2014,1,1,,,192,1,,Siren A.,,,,,"Much of the research done on environmental impacts by Amazonian indigenous peoples in the past focus on certain areas where archaeological remains are particularly abundant, such as the Amazon River estuary, the seasonally inundated floodplain of the lower Amazon, and various sites in the forest-savannah mosaic of the southern Amazon. The environmental history of interfluvial upland areas has received less attention. This study reconstructed the history of human use of natural resources in an upland area of 1400 km 2 surrounding the indigenous Kichwa community of Sarayaku in the Ecuadorian Amazon, based on oral history elicited from local elders as well as historical source documents and some modern scientific studies. Although data is scarce, one can conclude that the impacts of humans on the environment have varied in time and space in quite intricate ways. Hunting has affected, and continues affecting, basically the whole study area, but it is now more concentrated in space than what it has probably ever been before. Also forest clearing has become more concentrated in space but, in addition, it has gone from affecting only hilltops forests to affecting alluvial plains as well as hilltops and, lately, also the slopes of the hills.","RAYYAN-INCLUSION: {""Jamie""=>""Included""} | RAYYAN-LABELS: ecuador",,
rayyan-339919145,Solving Brazil's land use puzzle: Increasing production and slowing Amazon deforestation,2020,1,1,,,91,,,"Stabile M.C.C., Guimarães A.L., Silva D.S., Ribeiro V., Macedo M.N., Coe M.T., Pinto E., Moutinho P., Alencar A.",,,,,"Brazil has become an agricultural powerhouse, producing roughly 30 % of the world's soy and 15 % of its beef by 2013 – yet historically much of that growth has come at the expense of its native ecosystems. Since 1985, pastures and croplands have replaced nearly 65 Mha of forests and savannas in the legal Amazon. A growing body of work suggests that this paradigm of horizontal expansion of agriculture over ecosystems is outdated and brings negative social and environmental outcomes. Here we propose four strategies that can reduce deforestation, while increasing production and social wellbeing. First, eliminate land grabbing and land speculation through designation of public forests. This would clarify land tenure and limit the pool of land available for uncontrolled expansion of agriculture and ranching. Second, reduce deforestation on private properties by implementing existing mechanisms in Brazil's Forest Code to facilitate payments for environmental services, with support from market initiatives for sustainable sourcing of agricultural products. Third, incentivize increased productivity on medium and large properties through targeted investments. By stimulating adoption of proven technologies for sustainable intensification, this would help meet Brazil's production targets and growing international demand for agricultural products, without expanding into new production areas. Finally, foster economic, environmental and social improvements through technical assistance to small farmers. Small farmers occupy a large swath of the Amazon and often lack access to technical assistance, production technology, and markets. Providing quality technical assistance to small farmers could help them better align production practices with local opportunities; increase household income and improve livelihoods; and reduce deforestation pressure. By implementing these four strategies in a coordinated effort between public and private agents, Brazil can show the world how to reduce deforestation while increasing agricultural output, reestablishing its leadership in managing natural resources and mitigating climate change. © 2019 The Authors","RAYYAN-INCLUSION: {""Jamie""=>""Included""} | RAYYAN-LABELS: brazil",,
rayyan-339919153,The importance of the use of medicinal plants in communities on the outskirts of Urban sectors and their production through the practice of Urban agriculture [A importância do uso de plantas medicinais em comunidades de periferia e sua produ̧ão através da agricultura urbana],2002,1,1,,,569,,,Dias J.E.,,,,,"This text discusses the cultural and environmental aspects of the use of medicinal plants and their production through the practice of urban agriculture in communities on the outskirts of Belo Horizonte, capital of the state of Minas Gerais, Brazil. The experience is developed within the strategy of strengthening the community organization and the construction of a network of community organizations, non governmental and governmental organizations for local development, as well as the articulation of this local network of NGOs of the Cerrado (savanna) and the network of medicinal plants of South America. This work aims to contribute towards the security and efficiency of the use of medicinal plants, through recuperation of traditional knowledge, of the use of medicinal plants as well as agricultural practices and complement them with technical and scientific knowledge. The activities described here present results of a participatory etnopharmacological survey and of the participatory experimentation of appropriate technologies in urban agriculture.","RAYYAN-INCLUSION: {""Jamie""=>""Included""} | RAYYAN-LABELS: brazil,minas gerais",,
rayyan-339919155,"Land cover and land use changes in a Brazilian Cerrado landscape: drivers, processes, and patterns",2016,1,1,,,11,5,,"Garcia A.S., Ballester M.V.R.",,,,,"The Cerrado is one of the most threatened biomes in South America. To create protection actions on any scale, understanding drivers and consequences of land cover and land use (LC and LU) is essential. This study defines the composition and configuration of a Cerrado landscape watershed from 1975 to 2011. Using Landsat images and socioeconomic census data, we determined the forces acting on LC and LU change processes and their consequences. LC classes differ from LU classes for landscape dominance and processes. Economic opportunities drove LU change and its spatial distribution was related to soil, streams, and roads. Deforestation was the main cause of forest loss but forest degradation was also important, with both presenting different patterns. The spatial distribution of bare soil was related to pasture in degradation and streams. Bare soil distribution was related to pasture in degradation and streams. We concluded that broad scale factors drove changes, but local features determined distribution, and that watershed conservation plans should act on different scales, with management being spatially explicit. © 2016 Informa UK Limited, trading as Taylor & Francis Group.","RAYYAN-INCLUSION: {""Jamie""=>""Included""} | RAYYAN-LABELS: brazil,cerrado",,
rayyan-339919157,Is local ecological knowledge altered after changes on the way people obtain natural resources?,2019,1,1,,,167,,,"Oliveira E.S., Albuquerque U.P., Alves A.G.C., Ramos M.A.",,,,,"Local ecological knowledge (LEK)is dynamic and flexible, becoming an important source of studies in changing environmental and socioeconomic scenarios. We selected the use of firewood as a model and tested the following hypothesis: the direct contact of people with firewood, promoted by the harvest practices, contributes to the maintenance of LEK. The study was carried out in an area of caatinga (savanna-like)vegetation, in northeastern Brazil, with three human groups: firewood gatherers, buyers of firewood and people who had abandoned firewood use. Semi-structured interviews were conducted to obtain socioeconomic data, while free lists and checklist interviews were performed to check the number of known plants for firewood and to verify the number of plants that were recognized, respectively. Our results did not present significant statistical differences, since the richness of species known by all three groups was similar. Other factors other than the form of acquisition are probably related to the maintenance of the knowledge. We suggest that the main factor is the security for the case of financial instabilities. Although knowledge is constant, the next generations may have a restricted access to information, affecting the resilience of the socioecological system. © 2019 Elsevier Ltd","RAYYAN-INCLUSION: {""Jamie""=>""Included""} | RAYYAN-LABELS: brazil,caatinga",,
rayyan-339919161,"Agribusiness and environment in the savannah of tocantins state, brazil: An overview of municipalities based on indicators [Agronegócio e ambiente no cerrado tocantinense: Um panorama dos municípios com base em indicadores] [Agronegocio y ambiente en el cerrado tocantinense: Un panorama de los municipios con base en los indicadores]",2019,1,1,,,13,1,,"E Souza L.B., Barros J.R.",,,,,"The recent expansion of agribusiness in Tocantins state’s savannah has brought several kinds of changes to this biome territory, among them environmental ones. Its consequences may affect the climate, water resources, socio-biodiversity, and people’s ways of life, particularly those who live in the countryside and rely directly on nature to support themselves. Grounded on such a context, this paper offers an overview of the current scenario of municipalities in Tocantins state based on indicators concerning agriculture and cattle raising (e.g. planting/pasture areas and cattle) as well as the environment (e.g. accumulated deforestation and deficits of legal reserves and permanent protection areas). The study verified, within the limits of each municipality, the existence of traditional communities and rural settlements, groups regarded as more exposed and vulnerable to agribusiness’ negative effects on the environment. This paper ultimately aims to learn more about the context surrounding this topic at state level and identify municipalities that demand priority in the production of in-depth studies and the enforcement of public policies for environmental monitoring, inspection, and conservation. © 2019, Universidade Federal de Goias. All rights reserved.","RAYYAN-INCLUSION: {""Jamie""=>""Included""} | RAYYAN-LABELS: brazil",,
rayyan-339919171,Property size drives differences in forest code compliance in the Brazilian Cerrado,2018,1,1,,,75,,,"Stefanes M., Roque F.D.O., Lourival R., Melo I., Renaud P.C., Quintero J.M.O.",,,,,"The Rural Environmental Registry (CAR) dataset opens a new window for spatially explicit studies of the rural landscape of Brazil, enabling analysis with an accurate representation of land use and land cover change dynamics at the property level. Here, we evaluated farm compliance with the Brazilian Forest Code (revised in 2012) in Mato Grosso do Sul state, where agribusiness activities have already converted more than 70% of native vegetation, Cerrado. We analysed the most recent version of the CAR dataset, using geographic information system analytical tools. We observed a positive relationship between compliance with the 20% compulsory Legal Reserves and farm size class. We showed that larger, rather than smaller, farms have important effects on biodiversity conservation at the landscape scale. Large farms (> than 1000 ha), comprising 74.2% of the study area, tended to show better compliance levels (51%) than smaller properties (33%). At the same time, they contain huge amount of land with native vegetation that lies outside Legal Reserves, and so may pose a risk for legal deforestation of near 2 million ha. We argue that a portfolio of socioeconomic incentives for restoration, protected areas, and no-net-loss components in agricultural programmes, are essential measures to increase compliance and halt deforestation in the Cerrado of Central Brazil. Moreover, we argue that considering property size improves the likelihood of success of such initiatives. Although acknowledging that landscape management can help address socioeconomic conflicts and improve food production, it must be accompanied by a strong “anti-deforestation” policy to guarantee the maintenance of existing native vegetation remnants. We also highlight the importance of investigating the role of property size in maintaining remaining vegetation in this region, instead of merely focused on the number of compliant farms. © 2018 Elsevier Ltd","RAYYAN-INCLUSION: {""Jamie""=>""Included""} | RAYYAN-LABELS: brazil,cerrado,property,socioeconomic",,
rayyan-339919216,Field and remote observations to determine the environmental impact of agrarian reform in the Brazilian midwest,2020,1,1,,,92,3,,"Bacarji A.G., Vilpoux O.F., Paranhos Filho A.C.",,,,,"Brazil’s Midwest is composed of four biomes, the Cerrado (Brazilian savannah), predominant in the region; the Pantanal, the largest irrigated plain on the planet; the Amazon biome; and the Atlantic Forest. The Midwest is the largest producer of grains and livestock in Brazil, activities that have a negative impact on environmental preservation. Agrarian reform redistributes land and reinforces small family farming, which many authors consider as favorable to environmental protection. The objective of this study is to characterize the impact of agrarian reform on environmental preservation and agriculture on each biome of the Brazilian Midwest. Fifty-four settlements were surveyed using direct observation and Landsat images available for the year 2014. QGIS software 2.8 Wien was applied to calculate NDVI and NDWI vegetation indices to classify areas of agriculture, pasture, and environmental preservation. Pasture and savannah land occupy the largest areas in all biomes, with the main human activity based on livestock. Most settlements in the Midwest lead to small-scale activities such as dairy farming and polyculture, practices that differ from large-scale farming based on monoculture, and are more favorable to environmental protection. © 2020, Academia Brasileira de Ciencias. All rights reserved.","RAYYAN-INCLUSION: {""Jamie""=>""Included""} | RAYYAN-LABELS: brazil,pantanal",,
